"pocit úspěchu","a sense of achievement","","3","1541035856","1541159730"
"získat dobré/špatné známky","get good/poor grades","","1","1541015070","1541160222"
"prozíravost , předvídavost , obezřetnost","foresight ","[ˈfɔːˌsaɪt]","4","1541109819","1541163922"
"to nejlepší teprve přijde","The best is yet to come","","4","1541110432","1541165046"
"Laŭ ilia peto ...","Per their request ...","","2","1541022611","1541167763"
"trochu víc","little more","","2","1541022615","1541167767"
"očividný, zřejmý, patrný","palpable ","[ˈpælpəbəl]","4","1541109451","1541167802"
"starat se","to look after","","4","1541109646","1541168078"
"zotavit se z poruch/chyb","to recuperate [rekjuperejt] from failures","","4","1541109627","1541168100"
"lakomý / štědrý","stingy [ˈstɪndʒɪ] / generous [ˈdʒenrəs]","","4","1541109750","1541168143"
"very annoying","obnoxious ","[əbˈnɒkʃəs]","4","1541109758","1541168153"
"pod mojí kompetencí (mám za to zodpovědnost, jsou k mé dispozici)","under my purview","","4","1541108346","1541168314"
"předvídat, očekávat","to anticipate ","[ænˈtɪsɪˌpeɪt]","4","1541109867","1541168545"
"to worry someone or make someone nervous","to rattle","","4","1541109858","1541168558"
"lišit se od jednoho jazyka k druhému","to vary from one language to another","","4","1541109520","1541168591"
"dělat tajnosti s čím","be secretive about sth","","4","1541109998","1541168756"
"věnovat se projektu","dedicate yourself to a project","","4","1541109964","1541168780"
"nedodržet, porušit","to renege ","[-ˈneɪg]","4","1541110351","1541169914"
"zařídit aby","make arrangement for","","1","1540966865","1541170077"
"velké prázdno v mém životě (něco jsem přestal dělat)","huge void in my life","","1","1540966929","1541170141"
"plnit (vykonávat, provádět) rodinné povinnosti","discharge family duties","","4","1541110519","1541171904"
"budu to potřebovat přes to všechno","I'm gonna need it after all","","4","1541110321","1541171913"
"on je krok přede mnou (i přeneseně)","he's been a step ahead of me","","4","1541110305","1541171913"
"přivodit, způsobit","bring on","","4","1541110534","1541171928"
"vyžít (uživit se, existovat) jeho úsilím","to subsist by his effort","","4","1541110498","1541171971"
"vyvrátit, dokázat nesprávnost","refute ","[rɪˈfjuːt]","4","1541109928","1541172092"
"odložme učinění rozhodnutí do","Let's hold off making a decision until","","4","1541110083","1541172095"
"vyhýbáš se svým závazkům(povinostem)","you duck your responsibilities","","4","1541110117","1541172101"
"spousta drbů o sth","a lot of gossip about sth","","4","1541110032","1541172101"
"popud, motivace, podnět","incentive ","[ɪnˈsentɪv]","4","1541110195","1541172114"
"nahánět sb hrůzu","to give sb the creeps","","4","1541110210","1541172119"
"rozptylují, znepokojují tě","they distract you","","4","1541110168","1541172134"
"patrně, zřejmě, podle všeho...","apparently [əˈpeərəntlɪ]","","4","1541110019","1541172324"
"informace poskytnutá včas","information provided in due time","","4","1541111234","1541173028"
"je prostě směšné","... is simply hilarious [hɪˈleərɪəs]","","4","1541111210","1541173036"
"začít vyvádět/zuřit","go into a frenzy","","3","1541108101","1541174081"
"překvapivě","amazingly","[əˈmeɪzɪŋlɪ]","3","1541004926","1541174270"
"vyděsit se, polekat se","to get scared ","[skeəd]","2","1540918162","1541177362"
"k čemu je to vlastně dobrý","what it's actually good for","","2","1541033737","1541178889"
"složitý, komplikovaný","tangled ","[ˈtæŋgəld]","4","1541109429","1541179355"
"svolný, povolný, vyhovující, ochotný","compliant [kemplaient]","","4","1541109902","1541180172"
"make unhappy","to bring sb down","","4","1541108359","1541180975"
"katastrofální","disastrous ","[dɪˈzɑːstrəs]","3","1541109413","1541182160"
"proměnlivý (situace, osoba - náladová)","volatile ","[ˈvɒləˌtaɪl]","4","1541109480","1541182498"
"slizcí/lstiví prodejci","slimy salespeople","","3","1541109764","1541182749"
"být nejistý a mít nízkou sebe-úctu","be insecure and have low self-esteem","","3","1541109812","1541182877"
"přímo se týkat sth","immediately concern sth","","3","1541108381","1541183326"
"oddávat se vzpomínkám","to reminisce ","[ˌremɪˈnɪs]","3","1541108276","1541183357"
"ostře zkritizovat sb","to lash out sb","","3","1541108395","1541183377"
"(domýšlivý , namyšlený , suverénní) a (záludný , prohnaný , nečestný)","cocky  and devious ","[ˈkɒkɪ][ˈdiːvɪəs]","3","1541109509","1541183741"
"divoký, horečný","frenzied ","[ˈfrenzɪd]","3","1541109932","1541184067"
"zahrnující několik aktuálních událostí","comprising some topical issues","","3","1541109384","1541184554"
"(po)užívat to nevhodnými způsoby","using it in inappropriate ways","","2","1541035904","1541184580"
"napálit, oklamat","to dupe ","[djuːp]","3","1541110176","1541185073"
"očekávaný, výhledový, možný","prospective ","[prəˈspektɪv]","4","1541109552","1541185230"
"nedělejme nic ukvapeně","let's not do anything rash","","3","1541110277","1541187341"
"nedbalý (dva výrazy)","unmindful, careless","","3","1541110509","1541187350"
"pojďme k bodu (k věci, tématu)","let's get to the point","","3","1541110093","1541187571"
"pokud vím (my personal opinion about sth)","as far as I'm concerned","","3","1541110050","1541187591"
"pravděpodobně to simluje (nemoc)","he's probably faking it","","3","1541110040","1541187607"
"usmířit je","to make them reconcile","","3","1541110189","1541187612"
"vzpomínával na své dětství","he used to reminisce about his childhood","","3","1541110140","1541187614"
"na to si brzo zvykneš","You will soon get used to it.","","3","1541110156","1541187623"
"zrakové vnímání, vjem","visual perception ","[pəˈsepʃən]","3","1541110007","1541187986"
"zvýšit naše úsilí","step up our efforts","","3","1541111218","1541188489"
"Ĉu vi havas aliron al la interreto ?","Do you have access to the internet?","","1","1541022599","1541191943"
"Wir we sind verpflichtet (povinni)","we are obliged","","1","1541022605","1541191949"
"šlacha","tendon ","[ˈtendən]","2","1541110415","1541192335"
"ledabylý téměř lajdácký","careless almost sloppy","","2","1541109785","1541197649"
"majetnický","possessive ","[pəˈzesɪv]","2","1541109471","1541197667"
"věnovat sth velkou pozornost","to pay close attention to sth","","3","1541109946","1541197808"
"pěstovat dobytek","to breed cattle","","3","1541108267","1541198057"
"obstát pod jakoukoliv kritikou","to stand up under any criticism","","2","1541109585","1541198094"
"rozvaha, vyrovnanost","composure ","[kəmˈpəʊʒə]","2","1541109567","1541198190"
"usmířit se, urovnat spory","to reconcile ","[ˈrekənˌsaɪl]","2","1541108296","1541198191"
"horší, podřadná kvalita","inferior quality","[ɪnˈfɪərɪə]","2","1541109559","1541198271"
"zkontrolovat co je nového na sociálních sítích","check what's new on social networks","","2","1540939112","1541198312"
"na nejrůznějších internetových webech","on a variety of web sites"," [vəˈraɪɪtɪ]","2","1540939116","1541198316"
"jen jako záložní řešení","only as a backup solution","","2","1540939885","1541199085"
"z různých kultur","from different cultures","","2","1540939890","1541199090"
"nic neřekl během porady","he kept quiet through the meeting","","2","1540939916","1541199116"
"umíš si představit jaké by to bylo?","can you imagine what it would be like","","2","1540939937","1541199137"
"zákon stanovuje, že","The law stipulates that","[ˈstɪpjʊˌleɪt]","2","1541109400","1541199614"
"stále více dbalý že","increasingly mindful that","","2","1541110399","1541199700"
"horečnaté, rychle-odpalující randění","frenzied, quick-fired dating","","2","1541111257","1541200745"
"vnímavý, bystrý, všímavý","perceptive ","[pəˈseptɪv]","2","1541111251","1541200857"
"start talking about a subject","bring something up","","3","1541108118","1541201886"
"nedodrželi (stáhli) tu nabídku","they reneged on the offer","","2","1541110472","1541202683"
"věnuji pozornost politice (týkám sebe s politikou)","to concern myself with politics","","2","1541110410","1541202700"
"at the same time; simultaneously [ˌsaɪməlˈteɪnɪəslɪ]","concurrently /kənˈkʌrəntli/","","2","1541110455","1541202750"
"komenty překročily hranice (byly mimo hranice)","comments were out of bounds","","2","1541110249","1541202754"
"To na to nemá žádný vliv.","It has no bearing on this.","","3","1541108372","1541202810"
"cluster je pevně spojen","cluster is tightly coupled","","1","1541033742","1541203086"
"vše prochází (hodnocení průběhu nastavení/aplikací...)","everything's coming through","","1","1541033750","1541203094"
"zavrhovaný","deprecated ","[deprikeitid]","1","1541033755","1541203099"
"nenazýval bych to přesně spaním","I wouldn't exactly call it sleeping","","2","1541111247","1541203932"
"smysluplně","meaningfully","","2","1541111204","1541204068"
"explode","to blow up","","4","1541108352","1541210291"
"překonat (tu) závislost na sth","to overcome the addiction to sth","","2","1541108139","1541211485"
"vrátit se k libovolnému releasu","to rollback any release","","1","1541109663","1541211811"
"odvozovat jakýkoliv zisk z","derive any benifit from","","1","1541109687","1541212214"
"dodržovat ty předpisy","observe  the rules","[əbˈzɜːv]","1","1541109695","1541212225"
"vyrazit v osm hodin","to set off at eight o'clock","","1","1541108419","1541212317"
"čitelný podpis","a legible [ˈledʒəbəl] signature [ˈsɪgnɪtʃə]","","1","1541109458","1541212344"
"nic zvláštního by se nestalo","nothing major would happen","","1","1541109494","1541212506"
"udělat grimasu (zašklebit se)","make a grimace [grɪˈmeɪs]","","1","1541109437","1541212584"
"poplatek","charge [tʃɑːdʒ]","","1","1541108390","1541213122"
"je to pozoruhodné","it's remarkable","","1","1541109454","1541213317"
"never get stressed","be easy-going","","1","1541110225","1541213364"
"zmatený, chaotický, nesystematický","disorganized ","[ˌdɪsˈɔːgənaɪzd]","1","1541110240","1541213371"
"on pozdvihl své obočí","he raised his eyebrows","","1","1541109937","1541213728"
"podvodně zmanipulovat tu loterii (hru)","to rig the lottery","","1","1541109443","1541213954"
"vybrat si, zvolit si","to pick out","","1","1541109419","1541214092"
"zamotat se/zaplést se do sth","to get tangled up in sth","","2","1541109735","1541214373"
"kontaktovat tě každý den","to check in with you every day","","2","1541109973","1541214830"
"confirm sth and make it stronger","to reaffirm sth","","2","1541108123","1541215301"
"prozradit, vyzradit","to leak","","1","1541109950","1541215412"
"být na odchodu","to be just about to leave","","2","1541109908","1541215850"
"umělý/křečovitý úsměv","strained smile","","2","1541109576","1541218483"
"povzbuzoval ji po celý závod","he cheered her on through the entire race","","2","1541109604","1541218486"
"to bylo lehkovážné","it was frivolous ","[ˈfrɪvələs]","1","1541110235","1541218548"
"lstivý, prohnaný, šibalský","sly ","[slaɪ]","2","1541108404","1541218558"
"rozmazlený, zhýčkaný (zkažený o jídle)","spoilt ","[spɔɪlt]","2","1541108410","1541218562"
"useknout, odseknout","to chop off","","1","1541110023","1541218958"
"don't mention it","don’t bring it up","","2","1541108256","1541220144"
"rušící, obtěžující, rušivý","obtrusive ","[əbˈtruːsɪv]","4","1541140842","1541225182"
"stoupající nebo klesající","rising or descending ","[dɪˈsendɪŋ]","4","1541140717","1541225196"
"mstivý","vindictive ","[vɪnˈdɪktɪv]","4","1541140479","1541225224"
"rozumná ceny","reasonable costs","","2","1540967090","1541226290"
"stopování","hitch-hiking","","2","1540967138","1541226338"
"deprese","dejection [dɪˈdʒekʃən]","","1","1541109423","1541231788"
"získat si jeho pozornost","to grab his attention","","1","1541109958","1541232518"
"nepříznivě","adversely ","[ˈadvəːsli]","1","1541108363","1541233682"
"pronajímat, pronajmout","hire out","","1","1541109434","1541237993"
"rely on sth/sb","count on sth/sb","","1","1541108145","1541238559"
"skoro jako bych bydlel v číně","almost as if I were living in China","","2","1540980891","1541240091"
"raise a child","bring someone up","","2","1540980945","1541240145"
"nevrlý, mrzutý x přátelský, srdečný","bad-tempered x good-tempered","","3","1541140797","1541246290"
"marná snaha","vain effort","","3","1541140836","1541246301"
"praktický, pohodlný","convenient ","[kənˈviːnɪənt]","3","1541140886","1541246329"
"rande, které se nikdy neodehrálo","a date which never took place","","3","1541140680","1541246379"
"I'm completely unable to answer a question or solve a problem because it is too difficult (zaražen, vyveden z míry)","I'm completely stumped","","3","1541140434","1541246385"
"co máš nejméně rád o sth","what do you least like about sth","","3","1541140665","1541246516"
"předstírání, přetvářka","pretence ","[prɪˈtens]","1","1541013885","1541250966"
"ta rakovina byla způsobena lety kouření","the cancer was brought on by years of smoking","","2","1540994058","1541253258"
"piknik byl odvolán kvůli dešti","picnic was called off because of the rain","","2","1540994073","1541253273"
"něco se naskytlo tak jsem to musel stornovat","something came up so I had to cancel","","2","1540994106","1541253306"
"nevyhnutelný","inevitable ","[ɪnˈevɪtəbəl]","2","1540994183","1541253383"
"(to) počasí bude proměnlivé/ustálené","the weather will be changeable/settled","","1","1540828694","1541260694"
"utopit (se) (koho)","drown ","[draʊn]","1","1540828708","1541260708"
"ahoj","hello","helou","1","1540828714","1541260714"
"konečně se vzmohli (byli schopni) na koupení","They were finally able to buy","","1","1540828730","1541260730"
"garsonka","bedsit","","1","1540828824","1541260824"
"pay attention -> take ...","notice","","1","1540828828","1541260828"
"stůl","table","tejbl","1","1540828830","1541260830"
"nedostatek kontroly (schopnosti ovládat něco)","lack of control","","1","1540828861","1541260861"
"cesta bude zledovatělá","road will be icy","","1","1540828868","1541260868"
"jasná obloha","clear skies","","1","1540828873","1541260873"
"Podle doktora to není dobrá myšlenka (nápad)","According to doctors it isn't a good idea","","1","1540828878","1541260878"
"opposite of a nervous person -> take things ...","easy","","1","1540828883","1541260883"
"majetek","property","","1","1540828974","1541260974"
"příležitostně","occasionally ","[əˈkeɪʒənəlɪ]","1","1540828988","1541260988"
"sporadický, ojedinělý","sporadic ","[spəˈrædɪk]","1","1540828991","1541260991"
"mimozemšťan, cizák","alien ","[ˈeɪlɪən]","2","1541004835","1541264035"
"několik druhů/typů","several types","","2","1541004863","1541264063"
"typický představitel","representative ","[ˌreprɪˈzentətɪv]","2","1541004877","1541264077"
"skrýt, (za)maskovat","to disguise ","[dɪsˈgaɪz]","2","1541140461","1541265912"
"povinný, závazný, nezbytný, nutný","obligatory ","[-trɪ]","2","1541140469","1541265921"
"on je typ osoby, která","he's the kind of person who","","2","1541140806","1541267385"
"čím je chladněji, tím více ...","the colder it is the more ...","","2","1541140829","1541267389"
"dodatečný, doplňkový","additional ","[əˈdɪʃənəl]","2","1541140893","1541267427"
"na základě sth","on the grounds of sth","","2","1541140915","1541267445"
"z důvodu sth (dva výrazy)","due to sth, because of sth","","2","1541140922","1541267451"
"čím větší prostor mezi ... tím více si přeješ ...","the more space between ... the more you wish ...","","2","1541140697","1541267534"
"tajnůstkářský, uzavřený","secretive ","[sɪˈkriːtɪv]","2","1541140703","1541267535"
"tendence vzdát, když je čeleno problémům","tendency to give up when faced with problems","","2","1541140780","1541267544"
"komplex méněcennosti","an inferiority complex","","2","1541140504","1541267568"
"nezměnitelný/neměnný osud","unalterable [ʌnˈɒltərəbəl] destiny","","2","1541140539","1541267581"
"ty nové okolnosti si vynutily změnu","The new circumstances compelled a change","","2","1541140413","1541267584"
"prozíravý, chytrý, mazaný","astute ","[əˈstjuːt]","2","1541140448","1541267600"
"přijaté návrhy","enacted (ɪˈnakt) proposals","","2","1541140404","1541267606"
"nemluv vyhýbavě (neurčitě)","don't equivocate [ɪˈkwɪvəˌkeɪt]","","2","1541140331","1541267606"
"zastrašit sb všemi dostupnými prostředky","to intimidate sb by every means available","","2","1541140348","1541267609"
"to give your time to something and make progress with it (poradit si s tím)","get on with","","2","1541140583","1541267627"
"jsi prostě druh co si s tím poradí","you just sort of get on with it","","2","1541140610","1541267669"
"ani vzdáleně přišlo blíž k tomu (ani vzdáleně k tomu nedošlo)","even remotely came close to it","","2","1541140646","1541267726"
"nejvíce uspokojující pro mě","the most rewarding for me","[rɪˈwɔːdɪŋ]","1","1540839485","1541271485"
"odhad, odhadnout","estimate ","[ˈestɪˌmeɪt]","1","1540839514","1541271514"
"sth vypadá více hrozivě","sth seems more scary","","1","1540839543","1541271543"
"ačkoliv trochu pršelo","although it rained a bit","","1","1540839560","1541271560"
"úmysl","intent","","2","1541013769","1541272969"
"mám to pod kontrolou, zvládám...","I got it","","2","1541014237","1541273437"
"prapůvodní, domorodý","aboriginal ","[ˌæbəˈrɪdʒɪnəl]","2","1541014275","1541273475"
"vybírat daně","to collect taxes","","2","1541014430","1541273630"
"hlavní (ústřední) problémové téma","a central issue","","2","1541014453","1541273653"
"namáhat sluch","to strain ears","","2","1541014640","1541273840"
"mít averzi k sth","to have an aversion to sth","","2","1541014703","1541273903"
"řízení způsobuje nehody","driving causes accidents","","2","1541015146","1541274346"
"trvá mi hodinu dostat se tam","it takes me an hour to get there","","2","1541015158","1541274358"
"trvám na tom","I insist","","2","1541015181","1541274381"
"vždy se dostane do práce včas","he always gets to work on time","","2","1541015203","1541274403"
"dalekohled","binoculars ","[bi'nokjulez]","2","1541015227","1541274427"
"nedostatek, deficit, nedostatečnost","deficiency ","[dɪˈfɪʃənsɪ]","2","1541015454","1541274654"
"...ačkoliv nebyl pozván","...even thought he wasn't invited","","2","1541015646","1541274846"
"vyjma faktu, že... (akorát že...)","except of the fact, that...","","2","1541015675","1541274875"
"změnit umístění","to change location","","2","1541015763","1541274963"
"nesrovnalost, rozporuplnost","inconsistency ","[ˌɪnkənˈsɪstənsɪ]","2","1541015772","1541274972"
"vyzvednout ten dopis","take the letter out","","2","1541016494","1541275694"
"přetržené vazy","torn ligaments","","2","1541016547","1541275747"
"politik","politician ","[ˌpɒlɪˈtɪʃən]","2","1541016722","1541275922"
"klíčový, rozhodující","crucial ","[ˈkruːʃəl]","2","1541016817","1541276017"
"je zvykem...","It's customary to...","","2","1541016842","1541276042"
"obvyklý, tradiční","customary","[-təmrɪ]","2","1541016848","1541276048"
"být trochu nebezpečné (trochu minové pole)","to be a bit of a minefield","","2","1541016857","1541276057"
"udělat v něčem zmatek","to muddle sth","","2","1541016879","1541276079"
"obejít se (bez něčeho...)","to go by","","2","1541017003","1541276203"
"zvyknout si na sth","to get used to sth","","2","1541017018","1541276218"
"chlubit se","to brag","","2","1541017081","1541276281"
"chutnat kysele","to taste sour","","2","1541017110","1541276310"
"rozlobit se na sb","to get angry with sb","","2","1541017145","1541276345"
"zuřící řeka","raging river","","2","1541017171","1541276371"
"namáhavý, pracný (těžce jdoucí)","heavy going","","2","1541017189","1541276389"
"silný (těžký) alkoholik/kuřák","heavy drinker/smoker","","2","1541017209","1541276409"
"hustý déšť/sněžení","heavy rain/snowfall","","2","1541017214","1541276414"
"louže, kaluž","puddle [ˈpʌdəl]","","2","1541017226","1541276426"
"zapíchnout hůl","to stick a stick","","2","1541017235","1541276435"
"přijímový doklad","cash receipt ","[rɪˈsiːt]","2","1541017244","1541276444"
"stvrzenka, paragon","receipt ","[rɪˈsiːt]","2","1541017266","1541276466"
"lázeňská léčba","spa treatment","","2","1541017287","1541276487"
"smutek, žal","sadness ","[sædnɪs]","2","1541017306","1541276506"
"přimělo mě to přemýšlet...","it made me think...","","2","1541017642","1541276842"
"dáme vám vědět","we will let you know","","2","1541017651","1541276851"
"obřad, ceremoniál","ceremony ","[ˈserɪmənɪ]","2","1541017921","1541277121"
"ochrana přírody","nature conservation","","2","1541017953","1541277153"
"objímači stromů (ochránci přírody)","tree huggers","","2","1541017963","1541277163"
"přírodní pohroma/zdroje/vědy","natural  disaster/resources/sciences","[-tʃərəl]","2","1541017991","1541277191"
"zacházet do extrému","to go to extremes","","2","1541018029","1541277229"
"v krajním případě","in extreme cases","","2","1541018044","1541277244"
"nedívej se na mě tak","don't look at me like this","","2","1541018085","1541277285"
"odložit to na pondělí","to put off it on monday","","2","1541018183","1541277383"
"řešení lidských problémů","sorting out people's problems","","2","1541018263","1541277463"
"zákaz lovu","ban on hunting","","2","1541018330","1541277530"
"nesprávně vyhodnocen","incorrectly evaluated ","[ɪˈvæljʊˌeɪt]","2","1541018442","1541277642"
"přibližně","approximately [əˈprɒksɪmətlɪ]","","2","1541018522","1541277722"
"přiblížení, odhad","approximation [əˌprɒksɪˈmeɪʃən]","","2","1541018528","1541277728"
"ani trochu, ani v nejmenším","not a bit","","2","1541018533","1541277733"
"asi dva metry","approximately two meters","","2","1541018548","1541277748"
"alespoň to zkusit","at least try it","","2","1541018553","1541277753"
"nastavitelný, upravitelný","adjustable ","[əˈdʒʌstəbəl]","2","1541018669","1541277869"
"křivda","wrongdoing","","2","1541018775","1541277975"
"odvyknout (vypadnout ze sth)","get out of sth","","2","1541018793","1541277993"
"neporovnatelně více úspěšné","incomparably more successful","","2","1541019000","1541278200"
"vyžadované úsilí","required effort","","2","1541019082","1541278282"
"začít pak, přikročit (k čemu), následně (udělat co)","proceed [prəˈsiːd]","","2","1541020636","1541279836"
"vyžadující po nás udělat sth","to require us to do sth","","2","1541020655","1541279855"
"se všemi těmi závislostmi","with all the dependencies","","2","1541020679","1541279879"
"je považován za úspěšný","is considered successful","","2","1541020771","1541279971"
"pomocný, přídavný (lidé, zařízení...)","auxiliary ","[-ˈzɪlə-]","2","1541020788","1541279988"
"poskytovat mnoho detailů","to provide many details","","2","1541020870","1541280070"
"začít se zhoršovat","to start getting worse","","2","1541020932","1541280132"
"opustit, zanedbat, vzdát se, zříci se","to abandon ","[əˈbændən]","2","1541020953","1541280153"
"náhle se mu spustila krev z nosu","he suddenly starts having a nosebleed","","1","1540848166","1541280166"
"krevní tlak","blood pressure","","1","1540848171","1541280171"
"stisknout (tu) měkkou část jeho nosu","pinch the soft part of his nose","","1","1540848179","1541280179"
"spálila si svou ruku","she burned her hand","","1","1540848186","1541280186"
"to bolí hodně","it hurts a lot","","1","1540848189","1541280189"
"modřina","bruise [bruːz]","","1","1540848191","1541280191"
"uhasit mou žízeň","to quench my thirst","","2","1541020998","1541280198"
"vyhledat","to look up","","2","1541021015","1541280215"
"posunout na později","to put off","","2","1541021062","1541280262"
"průjem","diarrhoea [ˌdaɪəˈrɪə]","","1","1540848262","1541280262"
"moje noha bolí","My leg aches [eik]","","1","1540848265","1541280265"
"pokrýt to igelitovým pytlíkem nebo krémem na opalování","cover it with a plastic bag or suncream","","1","1540848269","1541280269"
"uhasit","to put out","","2","1541021071","1541280271"
"toto mi dává husí kůži (z toho mi naskakuje...)","That gives me goose bumps","","1","1540848271","1541280271"
"opuchnout","get swollen","","1","1540848274","1541280274"
"hruď, hrudník","chest [tʃest]","","1","1540848276","1541280276"
"bolest břicha","stomach ache [ˈstʌməkˌeɪk]","","1","1540848278","1541280278"
"vymyslet (dvě frázová slovesa bez "to" oddělené čárkou)","make up, think up","","2","1541021085","1541280285"
"sfouknout, narychlo udělat sth","rush sth through","","1","1540848295","1541280295"
"zbavit se","to get rid of","","2","1541021097","1541280297"
"vzpříčit se v jeho krku","got stuck in his throat","","1","1540848298","1541280298"
"být propuštěn","to get fired","","2","1541021116","1541280316"
"začal modrat","he began to turn blue","","1","1540848316","1541280316"
"srazit dolů (tu) úroveň stresu","cut down the stress level","","1","1540848322","1541280322"
"zaražen v dopravní zácpě","stuck in a traffic jam","","1","1540848326","1541280326"
"krátkodobý stres","short-term stress","","1","1540848330","1541280330"
"zasnoubit se","to get engaged","","2","1541021131","1541280331"
"prospěšný našemu zdraví","benificial for our health","","1","1540848334","1541280334"
"prospěšný","beneficial [ˌbenɪˈfɪʃəl]","","1","1540848339","1541280339"
"ztratit se","to get lost","","2","1541021143","1541280343"
"posílit, podpořit, posilnit","strengthen [ˈstreŋθən]","","1","1540848355","1541280355"
"několik malých úprav","a few small adjustments","","2","1541021203","1541280403"
"můj čas byl vzat mnoha věcmi","my time was taken up by many things","","2","1541021304","1541280504"
"on se tak nasral, když našel...","he got so pissed off when he found...","","2","1541021329","1541280529"
"nesrovnalost mezi různými instancemi","discrepancy between different instances","","2","1541021442","1541280642"
"zabraňující nám být rychlí","preventing us to be fast","","2","1541021455","1541280655"
"zvyšující (tu) pravděpodobnost selhání","increasing the probability of a failure","","2","1541021466","1541280666"
"sestaven z malých, nezávislých a soběstačných apps","composed of small, independent and self-sufficient apps","","2","1541021489","1541280689"
"risk/riziko svázané se změnami","risk tied with changes","","2","1541021505","1541280705"
"redukovat (to) riziko svázané s neznámým","reduce the risk tied to unknown","","2","1541021519","1541280719"
"vrátit ty změny","to rollback the changes","","2","1541021718","1541280918"
"zabrat dlouhý čas na spuštění","to take a long time to run","","2","1541021729","1541280929"
"máme k (naší) dispozici","we have at our disposal ","[dɪˈspəʊzəl]","2","1541021750","1541280950"
"umístěn na sdílené jednotce","located on a share drive","","2","1541021790","1541280990"
"mnohem menší riziko","much lower risk","","2","1541021797","1541280997"
"morally shocking or offensive","hideous ","[ˈhɪdɪəs]","2","1541021882","1541281082"
"disfunkční vztah","a dysfunctional  relationship","[dɪsˈfʌŋkʃənəl]","2","1541021889","1541281089"
"zkažené jídlo","spoiled food","","2","1541021924","1541281124"
"vzít na hůl, oškubat","to rip off","","2","1541021956","1541281156"
"vylekat, polekat","to startle ","[ˈstɑːtəl]","2","1541021977","1541281177"
"ustoupit ve sporu (slézt dolů z něčeho)","to climb down","","2","1541021986","1541281186"
"jaké to bylo když jsi ...","what was it like when you ...","","1","1540849382","1541281382"
"nepořádný, bordelář / pořádkumilovný","messy  / neat ","[ˈmesɪ][niːt]","1","1540849391","1541281391"
"pachatel, provinilec","offender","[əˈfendə]","1","1540849439","1541281439"
"to je velmi podmanivé (okouzlující)","it's very engaging","[ɪnˈgeɪdʒɪŋ]","1","1540849445","1541281445"
"nevědomky","unwittingly","[ʌnˈwɪtɪŋlɪ]","1","1540849468","1541281468"
"následující proces","following process","","1","1540849478","1541281478"
"může zvýšit tu produkci","can increase the production","","1","1540849484","1541281484"
"rozhodný, důrazný","assertive","[əˈsɜːtɪv]","1","1540849489","1541281489"
"přišli jsme na příčinu smrti","We've Found Out Cause Of Death","","1","1540849525","1541281525"
"přesměrovat, přeorientovat","redirect","[ˌriːdaɪˈrekt]","1","1540849529","1541281529"
"bez ikon","without icons","[ˈaɪkɒn]","1","1540849531","1541281531"
"naznačovat, signalizovat","signify","[ˈsɪgnɪˌfaɪ]","1","1540849534","1541281534"
"definitivní (skutečné, hmatatelné) zlepšení","definite improvement","[ˈdefɪnɪt]","1","1540849572","1541281572"
"pozadu se sth","behind with sth","","1","1540849576","1541281576"
"umělými prostředky","by artificial means","","1","1540849579","1541281579"
"nepravidelné","irregular","[ɪˈregjʊlə]","1","1540849591","1541281591"
"vynalézavý (nápaditý) kuchař","imaginative cook","","1","1540849596","1541281596"
"vymyšlená historka","imaginative story","","1","1540849613","1541281613"
"splnit/naplnit očekávání","come up to expectation","","2","1541022451","1541281651"
"podtrhujíc (zdůrazňujíc) to empaticky","underlining this emphatically.","","1","1540850128","1541282128"
"zdravý (selský) rozum","common sense","","1","1540850131","1541282131"
"ustálená představa","stereotype","[ˈstɪərotajp]","1","1540850136","1541282136"
"neschopni zvládnout (obejít se) bez nich","unable to cope without them","","1","1540850144","1541282144"
"nehorázný, šokující","outrageous","[aʊtˈreɪdʒəs]","1","1540850150","1541282150"
"bezrukávů tričko","sleeveless T-shirt","","1","1540850171","1541282171"
"trapné ticho","embarrassed  silence","[ɪmˈbærəst]","1","1540850217","1541282217"
"zoufale","desperately","[-prɪtlɪ]","1","1540850221","1541282221"
"odradit, znechutit, vzít odvahu","discourage","[dɪsˈkʌrɪdʒ]","1","1540850225","1541282225"
"neužitečný, zbytečný, neochotný spolupracovat","unhelpful","[ʌnˈhelpfʊl]","1","1540850228","1541282228"
"žádej své peníze zpět","claim your money back","","1","1540850231","1541282231"
"tvrdí, že je ...","he claims to be ...","","1","1540850236","1541282236"
"dělá si někdo nárok na tuhle knihu?","does anyone claims this book?","","1","1540850251","1541282251"
"to auto se velmi snadno řídí (kormidluje)","This car is very easy to steer","","1","1540850258","1541282258"
"řídící (to) auto opatrně","steering the car carefully","","1","1540850264","1541282264"
"pozorovat a popisovat svět","observe and describe the world","","1","1540850286","1541282286"
"auto je táhnoucí karavan","car is towing a caravan","","1","1540850292","1541282292"
"vezmu sbth do vleku (odtáhnu)","I'll give sbth a tow","","1","1540850297","1541282297"
"vysvobození z našich hříchů","deliverance from our sins","","1","1540850301","1541282301"
"neochotně, nerad, proti své vůli","unwillingly","[ʌnˈwɪlɪŋlɪ]","1","1540850305","1541282305"
"lpět, lepit se (všechny 3 tvary)","cling clung clung","","1","1540850309","1541282309"
"oblečení (oděvy) se na nás lepilo","clothes clung to us","","1","1540850314","1541282314"
"dítě bylo lnoucí k hračce","child was clinging onto a toy","","1","1540850333","1541282333"
